SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
林園,高雄市,26,,良好,2.5,0.12,31,15,4,3.5,2.9,155,1,4.52,1.05,2016-05-23 08:00
大寮,高雄市,25,,良好,2.5,0.31,24,32,11,6,1.1,224,1,7.89,1.85,2016-05-23 08:00
鳳山,高雄市,27,,良好,4.1,0.63,23,40,6,15,2.3,145,1,19.24,4.37,2016-05-23 08:00
仁武,高雄市,28,,良好,5.2,0.53,23,33,0,16,1.8,146,1,20.95,5,2016-05-23 08:00
橋頭,高雄市,19,,良好,17,0.7,18,31,7,26,2.5,131,1,36.49,10.1,2016-05-23 08:00
美濃,高雄市,15,,良好,1.3,0.21,17,24,4,3.4,0.8,107,1,5.89,2.49,2016-05-23 08:00
臺南,臺南市,17,,良好,6.3,0.49,20,16,10,17,2,173,1,22.89,6.36,2016-05-23 08:00
安南,臺南市,21,,良好,6.2,0.72,18,35,6,15,3.5,149,1,26.29,11.31,2016-05-23 08:00
善化,臺南市,18,,良好,2,0.21,19,24,8,7.1,3.5,164,1,10.78,3.7,2016-05-23 08:00
新營,臺南市,31,,良好,2,0.33,16,44,11,6.3,1.4,161,1,9.83,3.57,2016-05-23 08:00
嘉義,嘉義市,23,,良好,2.1,0.42,27,19,11,9.1,0.9,95,1,12.3,3.16,2016-05-23 08:00
臺西,雲林縣,20,,良好,4,0.2,22,28,8,6.6,2.5,159,1,10.31,3.76,2016-05-23 08:00
朴子,嘉義縣,28,,良好,3.5,0.29,18,39,15,7.7,2,167,1,12.56,4.87,2016-05-23 08:00
新港,嘉義縣,20,,良好,3.9,0.27,17,32,8,9.5,1.2,157,1,16.23,6.72,2016-05-23 08:00
崙背,雲林縣,22,,良好,4.4,0.18,24,34,14,5.8,1.6,166,1,9.32,3.53,2016-05-23 08:00
斗六,雲林縣,19,,良好,4.4,0.3,18,17,8,14,1.2,34,1,20.72,7.03,2016-05-23 08:00
南投,南投縣,22,,良好,1.8,0.3,10,22,11,5.8,1.1,105,1,10.55,4.75,2016-05-23 08:00
二林,彰化縣,22,,良好,3.1,0.15,26,14,,4.7,1.1,236,1,6.69,1.97,2016-05-23 08:00
線西,彰化縣,17,,良好,4.2,0.32,20,18,10,11,0.8,243,1,16.64,5.77,2016-05-23 08:00
彰化,彰化縣,25,,良好,1.6,0.47,23,24,3,7.3,1.5,265,1,10.03,2.71,2016-05-23 08:00
西屯,臺中市,21,,良好,2.3,0.33,19,22,4,16,1.5,176,1,24.88,8.72,2016-05-23 08:00
忠明,臺中市,22,,良好,1.8,0.36,26,12,0,10,1.1,189,1,13.38,3.09,2016-05-23 08:00
大里,臺中市,16,,良好,3.2,0.51,20,13,2,12,1,125,1,18.44,6.03,2016-05-23 08:00
沙鹿,臺中市,23,,良好,2,0.28,28,14,1,8.6,2.3,211,1,12.37,3.73,2016-05-23 08:00
豐原,臺中市,21,,良好,2.7,0.24,25,2,6,6.1,1.9,203,1,8.42,2.29,2016-05-23 08:00
三義,苗栗縣,23,,良好,1.6,0.13,28,10,2,3,2,198,1,4.46,1.48,2016-05-23 08:00
苗栗,苗栗縣,31,,良好,1.8,0.54,6.8,30,16,14,0.6,327,2,26.48,12.95,2016-05-23 08:00
頭份,苗栗縣,29,,良好,1.7,0.72,3.5,25,4,11,1.3,122,1,28.66,17.87,2016-05-23 08:00
新竹,新竹市,27,,良好,1,0.61,4.1,25,8,13,1.3,88,2,27.98,14.85,2016-05-23 08:00
竹東,新竹縣,29,,良好,1.6,0.6,4.3,26,13,6.5,0.9,135,2,18.35,11.87,2016-05-23 08:00
湖口,新竹縣,24,,良好,3.7,0.44,7.9,22,13,16,1.9,107,2,25.56,9.37,2016-05-23 08:00
龍潭,桃園市,35,,良好,1.6,0.4,11,30,18,11,1,88,2,17.42,6.77,2016-05-23 08:00
平鎮,桃園市,24,,良好,2.5,0.64,10,19,6,18,1.6,104,1,24.71,6.21,2016-05-23 08:00
觀音,桃園市,36,,良好,3.1,0.41,12,27,17,17,2.5,108,2,23.32,6.47,2016-05-23 08:00
大園,桃園市,37,,良好,1.1,0.43,11,28,17,19,1.3,125,2,24.66,5.34,2016-05-23 08:00
桃園,桃園市,22,,良好,1.7,0.51,18,22,8,13,2.2,104,2,16.54,3.65,2016-05-23 08:00
大同,臺北市,34,,良好,4.5,2.59,,31,14,35,,,1,127.1,92.57,2016-05-23 08:00
松山,臺北市,21,,良好,1.9,0.47,13,20,9,20,1.7,69,2,29.92,9.82,2016-05-23 08:00
古亭,臺北市,15,,良好,1.8,0.47,18,15,7,19,2.2,95,1,27.22,8.45,2016-05-23 08:00
萬華,臺北市,14,,良好,1.9,0.42,16,8,9,20,2.7,108,2,26.99,6.86,2016-05-23 08:00
中山,臺北市,22,,良好,2.5,0.75,13,24,11,23,2,113,2,38.57,15.18,2016-05-23 08:00
士林,臺北市,18,,良好,1.7,0.35,17,13,,12,1.5,102,2,15.86,4.06,2016-05-23 08:00
淡水,新北市,19,,良好,1.8,0.33,9.9,11,12,15,,,2,17.56,2.81,2016-05-23 08:00
林口,新北市,30,,良好,1.8,0.37,18,20,11,17,2.9,118,2,22.93,5.97,2016-05-23 08:00
菜寮,新北市,14,,良好,2.7,0.72,16,10,9,18,2.6,110,1,23.95,5.86,2016-05-23 08:00
新莊,新北市,18,,良好,1.9,0.54,21,17,12,15,2.3,82,2,18.77,4.09,2016-05-23 08:00
板橋,新北市,20,,良好,2.9,0.57,15,18,11,19,1.7,67,2,26.17,6.95,2016-05-23 08:00
土城,新北市,13,,良好,2,0.61,12,17,5,16,1.6,20,1,23.54,7.66,2016-05-23 08:00
新店,新北市,14,,良好,1.8,0.51,16,14,10,15,3.3,37,1,23.26,8.05,2016-05-23 08:00
萬里,新北市,30,,良好,2.8,0.13,36,9,8,2.7,3.8,52,1,4.08,1.34,2016-05-23 08:00
汐止,新北市,13,,良好,2.7,0.34,14,9,4,16,2.6,36,1,19.93,3.99,2016-05-23 08:00
基隆,基隆市,24,,良好,0.8,0.26,29,9,4,6.9,1.9,86,1,8.34,1.41,2016-05-23 08:00
楠梓,高雄市,0,,,1.3,0.21,17,20,0,10,1.5,67,,11.5,1.22,2016-05-23 01:00
