SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
林園,高雄市,26,,良好,1.6,0.05,25,27,14,4,3.4,276,2,7,2.98,2016-06-02 10:00
大寮,高雄市,26,,良好,2.6,0.16,21,27,11,9.9,2.2,266,2,13.62,3.68,2016-06-02 10:00
鳳山,高雄市,39,,良好,1.1,0.34,24,48,1,7.9,2,281,1,10.69,2.79,2016-06-02 10:00
仁武,高雄市,38,,良好,1.9,0.15,22,40,2,7.4,2.1,286,1,11.64,4.21,2016-06-02 10:00
橋頭,高雄市,32,,良好,2.1,0.15,23,32,10,3.4,3.4,263,2,6.56,3.14,2016-06-02 10:00
美濃,高雄市,21,,良好,1.9,0.16,25,25,16,3.7,0.9,300,1,5.82,2.14,2016-06-02 10:00
臺南,臺南市,25,,良好,2.2,0.12,22,37,14,4.2,3.1,273,1,5.51,1.35,2016-06-02 10:00
安南,臺南市,30,,良好,2.4,0.16,23,31,5,-0.3,3,241,1,.77,1.07,2016-06-02 10:00
善化,臺南市,29,,良好,2.4,0.12,22,40,4,6.2,3.6,266,1,9.5,3.34,2016-06-02 10:00
新營,臺南市,37,,良好,2.1,0.3,21,37,15,5.3,2.9,243,2,7.58,2.26,2016-06-02 10:00
嘉義,嘉義市,35,,良好,2.3,0.19,20,42,21,8.4,2.6,215,2,11.86,3.47,2016-06-02 10:00
臺西,雲林縣,27,,良好,2.7,0.1,23,29,8,3.4,4.7,227,1,5.51,2.13,2016-06-02 10:00
朴子,嘉義縣,43,,良好,2.5,0.24,21,41,11,6.5,3.5,236,1,13.5,6.96,2016-06-02 10:00
新港,嘉義縣,39,,良好,2.1,0.23,18,55,11,6.6,3.4,207,2,10.24,3.61,2016-06-02 10:00
崙背,雲林縣,31,,良好,2.2,0.1,25,33,12,3.2,4.3,189,2,4.59,1.39,2016-06-02 10:00
斗六,雲林縣,27,,良好,2.6,0.29,29,31,15,6.7,3.2,225,1,10.88,4.15,2016-06-02 10:00
南投,南投縣,27,,良好,3.3,0.22,24,32,14,4.6,2.1,202,2,7.24,2.62,2016-06-02 10:00
二林,彰化縣,29,,良好,1.8,0.11,24,36,10,3.7,4.7,227,2,5.3,1.64,2016-06-02 10:00
線西,彰化縣,31,,良好,1.9,0.13,25,35,13,3.2,2.8,209,2,5.1,1.86,2016-06-02 10:00
彰化,彰化縣,35,,良好,2.8,0.23,16,51,15,9,2.8,194,2,12.55,3.61,2016-06-02 10:00
西屯,臺中市,30,,良好,2.1,0.29,18,39,14,15,4,178,1,21.18,6.5,2016-06-02 10:00
忠明,臺中市,17,,良好,1.9,0.32,18,29,6,11,1.7,171,1,16.53,5.7,2016-06-02 10:00
大里,臺中市,32,,良好,2,0.3,21,42,16,11,2.2,220,2,15.32,4.78,2016-06-02 10:00
沙鹿,臺中市,24,,良好,3.1,0.26,20,32,4,12,3.8,185,1,16.63,4.46,2016-06-02 10:00
豐原,臺中市,18,,良好,2,0.16,22,8,15,5.1,4,190,1,7.16,2.09,2016-06-02 10:00
三義,苗栗縣,22,,良好,1.1,0.07,26,16,2,2,5.4,188,1,2.82,.86,2016-06-02 10:00
苗栗,苗栗縣,29,,良好,1.7,0.19,23,28,14,5.3,4.8,196,2,6.92,1.61,2016-06-02 10:00
頭份,苗栗縣,28,,良好,2,0.13,26,37,9,6.8,5.5,236,1,9.09,2.28,2016-06-02 10:00
新竹,新竹市,23,,良好,1.6,0.26,24,32,10,8.6,3.6,243,1,10.93,2.33,2016-06-02 10:00
竹東,新竹縣,21,,良好,1.9,0.15,25,17,13,3.2,1.1,205,1,5.69,2.52,2016-06-02 10:00
湖口,新竹縣,20,,良好,2.9,0.17,24,28,17,9.1,4.8,245,2,9.97,.83,2016-06-02 10:00
龍潭,桃園市,25,,良好,2.5,0.49,14,24,22,18,1.6,36,2,21.82,4.27,2016-06-02 10:00
平鎮,桃園市,36,,良好,2.8,0.36,12,31,9,25,2.5,145,1,27.19,2.67,2016-06-02 10:00
觀音,桃園市,36,,良好,2.1,0.21,30,36,9,8.3,6.3,51,1,9.46,1.13,2016-06-02 10:00
大園,桃園市,36,,良好,0.5,0.2,22,48,12,18,5.1,338,1,26.03,7.82,2016-06-02 10:00
桃園,桃園市,37,,良好,2.2,0.34,22,55,12,14,1.2,58,1,15.59,1.31,2016-06-02 10:00
大同,臺北市,36,,良好,2.7,0.78,,38,11,27,,,2,53.06,25.74,2016-06-02 10:00
松山,臺北市,26,,良好,3.1,0.42,12,32,16,25,2,74,2,31.93,6.99,2016-06-02 10:00
古亭,臺北市,25,,良好,2,0.45,16,25,6,22,1.8,80,1,27.87,5.95,2016-06-02 10:00
萬華,臺北市,26,,良好,2.8,0.62,8.8,32,12,26,1.6,68,2,35.76,10.09,2016-06-02 10:00
中山,臺北市,19,,良好,2.3,0.79,7.1,24,9,28,1.6,352,,47.49,19.1,2016-06-02 10:00
士林,臺北市,29,,良好,1.9,0.36,14,27,5,17,2.4,360,1,19.94,3.4,2016-06-02 10:00
淡水,新北市,22,,良好,1.8,0.26,24,15,7,9.5,,,1,11.05,1.51,2016-06-02 10:00
林口,新北市,32,,良好,2.1,0.2,21,33,7,16,3.2,53,2,22.56,6.14,2016-06-02 10:00
菜寮,新北市,29,,良好,2.1,0.36,14,29,8,19,2.4,22,1,23.04,3.87,2016-06-02 10:00
新莊,新北市,30,,良好,2,0.25,18,33,,17,3.6,34,2,20.19,2.84,2016-06-02 10:00
板橋,新北市,28,,良好,2.6,0.45,17,28,12,20,1.4,61,2,22.89,2.63,2016-06-02 10:00
土城,新北市,24,,良好,1.9,0.56,13,25,9,23,1.6,297,1,26.4,3.43,2016-06-02 10:00
新店,新北市,30,,良好,3.4,0.37,13,26,10,20,3.3,118,1,23.96,4.07,2016-06-02 10:00
萬里,新北市,26,,良好,1.8,0.17,28,13,4,8.6,1.5,30,1,10.31,1.68,2016-06-02 10:00
汐止,新北市,23,,良好,7.4,0.31,12,18,6,25,1.9,69,1,29.52,4.94,2016-06-02 10:00
基隆,基隆市,23,,良好,1,0.17,27,9,3,9.1,1.5,106,1,10.11,1.05,2016-06-02 10:00
